,Bottle Name,Type,Winery,Designation,Region,Province,Country,Price,Rating,Sommelier,Sommelier Twitter Handle,Description,City Country,Longitude,Latitude
670,Raffaldini 2011 Sangiovese (Swan Creek),Sangiovese,Raffaldini,,Swan Creek,North Carolina,United States,18.0,90.0,,,"This is a wine of marked elegance rather than power, dealing glossy tannins and succulent acids. A pretty expression of Sangiovese from North Carolina, this has delicate layers of red currant, strawberry, spiced flower and pomegranate.","North Carolina, United States",-79.0392919,35.6729639
671,Westbend Vineyards 2008 Terry Vintner's Family Reserve Red (Yadkin Valley),Bordeaux-style Red Blend,Westbend Vineyards,Terry Vintner's Family Reserve,Yadkin Valley,North Carolina,United States,50.0,88.0,,,"Worn leather, exotic spice, forest floor and narcissus notes carry onto the medium-bodied palate of this North Carolina red. Fine, sinewy tannins tug on your upper lip, lending the palate traction. The long, lingering finish emphasizes the wine's earthy qualities.","North Carolina, United States",-79.0392919,35.6729639
672,Raffaldini 2007 Montepulciano (Swan Creek),Montepulciano,Raffaldini,,Swan Creek,North Carolina,United States,17.0,86.0,Anna Lee C. Iijima,,"Clove and pepper spice the dark red cherry aromas on this lovely Montepulciano. Judicious use of French oak makes for a smooth, full-bodied wine with rustic tobacco and smoke notes that highlight the wine's concentrated black fruit and sturdy tannins.","North Carolina, United States",-79.0392919,35.6729639
673,Bibich NV Ambra Red (North Dalmatia),Red Blend,Bibich,Ambra,,North Dalmatia,Croatia,50.0,91.0,Jeff Jenssen,@worldwineguys,"This sweet red wine shows aromas of toasted hazelnut and ripe plum on the nose. The nutty character continues to the palate, with additional tones of chamomile tea and aromatic herb.","North Dalmatia, Croatia",16.708927928802815,43.42326095
674,Suha Punta 2009 Gracin Babić (North Dalmatia),Babić,Suha Punta,Gracin,,North Dalmatia,Croatia,60.0,89.0,Jeff Jenssen,@worldwineguys,"Dried tobacco leaf, fresh red cherry and a touch of saddle leather adds interest to the fruity flavors of Babic. Medium bodied, with an exciting astringent finish.","North Dalmatia, Croatia",16.708927928802815,43.42326095
675,Bibich 2010 Riserva R6 Red (North Dalmatia),Red Blend,Bibich,Riserva R6,,North Dalmatia,Croatia,20.0,89.0,Jeff Jenssen,@worldwineguys,"This red blend of 34% Babic, 33% Plavina and 33% Lasin has delightful aromas of tart cherry pie fresh out of the oven. There's lots of bright fruit and fresh acidity in the finish.","North Dalmatia, Croatia",16.708927928802815,43.42326095
676,Livio Felluga 2007 Picolit Picolit (Colli Orientali del Friuli),Picolit,Livio Felluga,Picolit,Colli Orientali del Friuli,Northeastern Italy,Italy,90.0,97.0,,,"Picolit is a precious and uniquely Italian dessert wines that relies on a variety of special conditions to produce overwhelming elegance and concentration. Livio Felluga does a wonderful job with this wine that opens with a luminous golden color and segues to luscious, creamy flavors of honey, white flower and almond paste.","Northeastern Italy, Italy",-77.305016,42.622631
677,Livio Felluga 2006 Picolit Picolit (Colli Orientali del Friuli),Picolit,Livio Felluga,Picolit,Colli Orientali del Friuli,Northeastern Italy,Italy,90.0,96.0,,,"Beauty and purity emerge from the nose of this highly complex and delicate dessert wine. Aromas include pressed flowers, honey, white peach and a touch of mustiness that adds depth and dimension at the back. It's a smooth, succulent drink that delivers sweetness, but never too much of it. Gorgeous.","Northeastern Italy, Italy",-77.305016,42.622631
678,Abbazia di Novacella 2015 Praepositus Kerner (Alto Adige),Kerner,Abbazia di Novacella,Praepositus,Alto Adige,Northeastern Italy,Italy,25.0,95.0,Kerin O’Keefe,@kerinokeefe,"You'll need to swirl the glass a few times to release the enticing scents of yellow stone fruit, Alpine herb and an intriguing smoky note. The savory vibrant palate is more expressive, delivering layers of crunchy green apple, zesty tangerine and juicy yellow peach set against crisp acidity. A flinty mineral note graces the lingering finish, lending even more depth. Drink through 2020.","Northeastern Italy, Italy",-77.305016,42.622631
679,Orange River Wine Cellars 2011 Star Tree Chenin Blanc (Northern Cape),Chenin Blanc,Orange River Wine Cellars,Star Tree,,Northern Cape,South Africa,10.0,86.0,Lauren Buzzeo,@laurbuzz,"Vibrant and bright, this Chenin boasts lively notes of tropical fruit, white peach, blood orange and ripe melon. Balanced and refreshing with a clean, citrus-infused finish. Drink now.","Northern Cape, South Africa",21.2051361,-29.573402
680,Orange River Wine Cellars NV Star Tree Cuvée Brulsand Doux Sparkling Wine Sparkling (Northern Cape),Sparkling Blend,Orange River Wine Cellars,Star Tree Cuvée Brulsand Doux Sparkling Wine,,Northern Cape,South Africa,11.0,84.0,Lauren Buzzeo,@laurbuzz,"This sparkler is sweet but attractive and balanced, with a lovely lychee, peach and rose water aromatic profile. The carbonation is not overly assertive, and the acidity is brisk enough to keep the finish from coming off as cloyingly sweet.","Northern Cape, South Africa",21.2051361,-29.573402
681,Emilio Moro 2009 Clon de la Familia  (Ribera del Duero),Tinto Fino,Emilio Moro,Clon de la Familia,Ribera del Duero,Northern Spain,Spain,450.0,98.0,Michael Schachner,@wineschach,"Luscious prune and blackberry aromas come with complex notes of graphite, toast and tobacco. The palate on this 80-case, high-end Tinto Fino is about as full as they come while still maintaining impeccable balance. Roasted berry, cassis and salty leather flavors are delicious but also challenging, while baked berry flavors, raw power and ripe tannins define the finish. Drink this outstanding Spanish wine from 2014 through 2024.","Northern Spain, Spain",-97.78594,45.70301
682,Bodegas Roda 2009 Cirsion  (Rioja),Tempranillo,Bodegas Roda,Cirsion,Rioja,Northern Spain,Spain,250.0,97.0,Michael Schachner,@wineschach,"Solid as a battleship, with lemony oak, marzipan and layer upon layer of black fruit aromas. Almost syrupy in its richness but not fully; it's chewy and creamy, with vital acids. The flavors are mega ripe and rich, emphasizing blackberry, black cherry preserves, fudge and fig paste. Yet at the same time it's an ethereal wine; the epitome of modern Rioja. Drink now through 2015.","Northern Spain, Spain",-97.78594,45.70301
683,Teso La Monja 2012 Alabaster  (Toro),Tinta de Toro,Teso La Monja,Alabaster,Toro,Northern Spain,Spain,227.0,97.0,Michael Schachner,@wineschach,"Gorgeous from head to toe, this saturated Toro heavyweight sets a new bar for this winery and the region as a whole. Ribald blackberry aromas are toasty and carry a strong note of crushed stones. Cassis, black plum and blackberry flavors are complex and inspired, while the finish tastes of chocolaty oak, blackened toast and a black-fruit potpourri supported by just the right amount of acidity. Drink from 2017–2030.","Northern Spain, Spain",-97.78594,45.70301
684,Caves Cooperatives de Donnas 2010 Donnas Red (Valle d'Aosta),Red Blend,Caves Cooperatives de Donnas,Donnas,Valle d'Aosta,Northwestern Italy,Italy,25.0,90.0,Kerin O’Keefe,@kerinokeefe,"This ruby-red wine presents an enticing bouquet of strawberry, rose, flint and a whiff of smoke. The silky palate offers bright red cherry, crushed strawberry, mineral and white pepper. It's elegant and well balanced, with supple tannins and bright acidity. Drink through 2018.","Northwestern Italy, Italy",11.083693,45.003229
685,Cave du Vin Blanc de Morgex et de la Salle 2013 Tradizionale Blanc de Morgex et de La Salle Prié Blanc (Valle d'Aosta),Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle,Tradizionale Blanc de Morgex et de La Salle,Valle d'Aosta,Northwestern Italy,Italy,20.0,89.0,Kerin O’Keefe,@kerinokeefe,"From what are considered as the highest vineyards in Europe, this vibrant, elegant white reveals lovely fragrances of honeysuckle, jasmine and alpine herb. The linear palate delivers yellow apple, citrus, thyme and a hint of mineral alongside brisk acidity.","Northwestern Italy, Italy",11.083693,45.003229
686,Cave du Vin Blanc de Morgex et de la Salle 2013 Rayon Blanc de Morgex et de La Salle Prié Blanc (Valle d'Aosta),Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle,Rayon Blanc de Morgex et de La Salle,Valle d'Aosta,Northwestern Italy,Italy,23.0,89.0,Kerin O’Keefe,@kerinokeefe,"Honeysuckle, chamomile, pear and passion fruit aromas meld together in the glass. The palate offers pear, apricot, nectarine peel and a touch of tropical fruit alongside brisk acidity. It closes on an almond note.","Northwestern Italy, Italy",11.083693,45.003229
687,Sanguinhal 2011 Quinta das Cerejeiras Reserva Red (Obidos),Portuguese Red,Sanguinhal,Quinta das Cerejeiras Reserva,,Obidos,Portugal,30.0,91.0,Roger Voss,@vossroger,"This is a finely structured wine, rich with a blend that includes Touriga Nacional and Aragonez. Layers of tannins sustain the ripe black fruits and generous texture. The aftertaste shows the wine's fine acidity as well as its touches of wood aging. Drink now.","Obidos, Portugal",-9.157153,39.3619514
688,Sanguinhal 2009 Quinta do Sanguinhal Red (Obidos),Portuguese Red,Sanguinhal,Quinta do Sanguinhal,,Obidos,Portugal,29.0,90.0,Roger Voss,@vossroger,"A ripe and structured wine, this is full in the mouth and rich with blackberry fruit. The tannins are firm while also finely integrated into the generous fruitiness. The wine is mature and ready to drink with a juicy aftertaste.","Obidos, Portugal",-9.157153,39.3619514
689,Sanguinhal 2006 Quinta do Sanguinhal Red (Obidos),Portuguese Red,Sanguinhal,Quinta do Sanguinhal,,Obidos,Portugal,30.0,90.0,Roger Voss,@vossroger,"Deliciously perfumed wine that revels in its cool-climate structure and freshness. Black currant fruits and soft tannins follow through with some dryness. A fine, food-friendly wine.","Obidos, Portugal",-9.157153,39.3619514
690,Debonné 2009 Chardonnay (Grand River Valley),Chardonnay,Debonné,,Grand River Valley,Ohio,United States,11.0,87.0,Anna Lee C. Iijima,,"Who knew Ohio made such tasty Chardonnay? Bright and fresh, with scents of green apple, pear, fresh herbs and just a hint of nut oil. This dry, medium-bodied wine offsets juicy flavors of nectarines and apples against a backdrop of sweet cream and white flowers that lingers on the finish. Drink now.","Ohio, United States",-82.6881395,40.2253569
691,Debonné 2009 Reserve Lot 907 Riesling (Grand River Valley),Riesling,Debonné,Reserve Lot 907,Grand River Valley,Ohio,United States,15.0,86.0,,,"While the aromas of white strawberry, passion fruit preserves and citrus are soft spoken, they increase in intensity on the palate. Relatively low in alcohol, with sweetness and bright acidity, this should pair well with exotic, slightly spicy fare, like curried chicken with mango chutney.","Ohio, United States",-82.6881395,40.2253569
692,Debonné 2009 Reserve Lot 907 Riesling (Grand River Valley),Riesling,Debonné,Reserve Lot 907,Grand River Valley,Ohio,United States,15.0,86.0,,,"While the aromas of white strawberry, passion fruit preserves and citrus are soft spoken, they increase in intensity on the palate. Relatively low in alcohol, with sweetness and bright acidity, this should pair well with exotic, slightly spicy fare, like curried chicken with mango chutney.","Ohio, United States",-82.6881395,40.2253569
693,Alheit 2014 Magnetic North Mountain Makstok Chenin Blanc (Olifants River),Chenin Blanc,Alheit,Magnetic North Mountain Makstok,,Olifants River,South Africa,100.0,90.0,Lauren Buzzeo,@laurbuzz,"Toasted hazelnut, Honeycomb cereal, apple pie and orange cream lead the powerful nose of this decadent Chenin. The medium-weight palate is lush and smooth in texture, with ample acidity to counter the ripe baked apple and honeydew fruit. Toasted, buttered nuts and sweet spice flavors abound on the finish. Drink now.","Olifants River, South Africa",30.4756284,-24.4772573
694,Diamond River 2005 Shiraz (Olifants River),Shiraz,Diamond River,,,Olifants River,South Africa,10.0,87.0,Susan Kostrzewa,@suskostrzewa,"A zippy, spicy nose offering minerality, earthiness and red berries starts this pert Zinfandel. The wine offers balanced tannins, fruit and a fresh acidity. Friendly and fun.","Olifants River, South Africa",30.4756284,-24.4772573
695,Cave Spring 2013 Riesling Icewine Riesling (Niagara Peninsula),Riesling,Cave Spring,Riesling Icewine,Niagara Peninsula,Ontario,Canada,60.0,94.0,Paul Gregutt,@paulgwine ,"Smooth as silk and deeply concentrated, this outstanding icewine offers pressed apple, peach, pear, apricot and papaya fruit in a seamless, dense and immensely flavorful core. A streak of butter and honey carries it into a long, splendid finish.","Ontario, Canada",-86.000977,50.000678
696,Cave Spring 2015 Estate Riesling (Beamsville Bench),Riesling,Cave Spring,Estate,Beamsville Bench,Ontario,Canada,18.0,93.0,Paul Gregutt,@paulgwine ,"This is a dry-style Riesling, though it still lends a ripe, fruity impression. Lemon, lime and grapefruit are shuffled into a winning hand, with ample details of cilantro, fennel and wet stone. It's a vibrant, refreshing wine that is immensely food friendly.","Ontario, Canada",-86.000977,50.000678
697,Cave Spring 2008 Icewine Sweet Wine Riesling (Niagara Peninsula),Riesling,Cave Spring,Icewine Sweet Wine,Niagara Peninsula,Ontario,Canada,50.0,93.0,Sean P. Sullivan,@wawinereport,"A full five years old but still with a long life ahead of it, this wine is in full blossom with notes of petrol, slate and white flowers. Harvested at 38.3 Brix and retaining 222 g/L of residual sugar, it's full of concentrated, rich apricot flavors that linger after each sip for close to a minute.","Ontario, Canada",-86.000977,50.000678
698,Cayuse 2011 En Chamberlin Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse,En Chamberlin Vineyard,Walla Walla Valley (OR),Oregon,United States,75.0,99.0,Paul Gregutt,@paulgwine ,"Dark and concentrated, this sends up complex aromas saturated with tar, asphalt, ink, steel, smoke and charred barbecue. It's a beautiful wine, tight and textural, in perfect balance, with superb depth, precision and elegance. The most contemplative of a superb 2011 Cayuse lineup, this wine above all needs your full attention.","Oregon, United States",-120.737257,43.9792797
699,Cayuse 2009 En Chamberlin Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse,En Chamberlin Vineyard,Walla Walla Valley (OR),Oregon,United States,75.0,99.0,Paul Gregutt,@paulgwine ,"In a vintage that produced the finest overall lineup of Cayuse wines to date, it may seem a little nit-picky to score some higher and some lower. But the En Chamberlin deserves first place again. Brilliant aromatics of smoked meat, bacon fat and otherworldly roasted accents seduce instantly. Once on the palate, the silky, balanced, near-perfect mix of umami and fruit, plus licorice, cassis, coffee liqueur and black tea notes suggest it's as decadent as it is delicious.","Oregon, United States",-120.737257,43.9792797
